標題,連結,作者,日期
詐「孤獨死者」1.4億網路互打！ 主嫌嗆涉案律師「拘留室威脅」  蔡鴻燊火大回嘴,https://tinyurl.com/2cbwb3p5,侯柏青,2025-11-24 12:44
央廣聲明稿(九) 官網案偵查起訴 央廣同步強化內控,https://tinyurl.com/24sja3bo,新聞編輯,2025-11-24 12:53
《產業》新能源車Q3銷量年增31% 今年拚成長25%,https://tinyurl.com/2bxztvxa,時報資訊,2025-11-24 13:29
5失聯移工遇臨檢棄車逃   民狂指路如街頭版《實境生存遊戲》上演,https://tinyurl.com/258yptgf,陳建志,2025-11-24 12:55
侯友宜：政院版財劃法應公布試算結果　充分討論,https://tinyurl.com/2d5zese7,The Central News Agency 中央通訊社,2025-11-24 12:57
桃園重機撞飛5車！先撞斜坡再衝向摩托車　街頭一片狼藉,https://tinyurl.com/2bkzvene,民視新聞網,2025-11-24 12:57
今生日「昨卻疑舉槍自戕亡」來不及慶生…友曝死者生前情緒低落,https://tinyurl.com/245j3wpb,三立新聞網,2025-11-24 12:59
嘉縣養豬場違規餵廚餘 查封土地立刻繳清79萬餘元,https://tinyurl.com/249o98fu,The Central News Agency 中央通訊社,2025-11-24 13:01
後車燈異常引盤查 花蓮通緝犯心虛拔腿就跑被逮,https://tinyurl.com/29rn9bkw,王錦義,2025-11-24 13:00
議員籲推旗津空中纜車 陳其邁：跨局處研議試算財務,https://tinyurl.com/29gfubd5,The Central News Agency 中央通訊社,2025-11-24 13:00
豐原區的翁明公園旁傳持刀攻擊! 女遭怪男騎車撞又揮拳,https://tinyurl.com/2259chh5,民視新聞網,2025-11-24 13:04
5失聯移工跳車逃逸! 熱心民眾指引助警逮人,https://tinyurl.com/23aenu2h,民視新聞網,2025-11-24 13:07
台中逢甲商圈民宅火警招牌險砸消防　1人受困獲救,https://tinyurl.com/24xayhr8,The Central News Agency 中央通訊社,2025-11-24 13:08
基隆退休族遭詐！出發前日突喊卡「熊出沒」　旅行社竟從未訂機票,https://tinyurl.com/29yex7x4,王如襄 朱光弘,2025-11-24 13:15
夜店女子遭舞客拉下舞台　伸「鹹豬手」侵犯,https://tinyurl.com/257cbge2,記者鄧力軍/台中報導,2025-11-24 13:19
八點檔女星出車禍！路面滑行險撞花圃 現場畫面曝光,https://tinyurl.com/282mmlwo,記者 游承霖,2025-11-24 13:20
失智婦人外出迷途　楊梅警耐心查證助返家,https://tinyurl.com/2ame2ryn,記者葉志成 ／桃園報導,2025-11-24 13:27
台中逢甲商圈火警　濃煙直竄天際 (圖),https://tinyurl.com/27zpalf3,The Central News Agency 中央通訊社,2025-11-24 13:10
要涉案少年下跪、掌摑　女法官遭判撤職停止任用3年,https://tinyurl.com/2457oamr,The Central News Agency 中央通訊社,2025-11-24 13:11
焦點股》新紡：北士科題材升溫 帶量漲停,https://tinyurl.com/2c6tb8kd,方韋傑,2025-11-24 12:41
快訊／草屯雙冬山區1車墜谷　警消垂降10米深　驚見駕駛已成「乾屍」,https://is.gd/2eRFgb,三立新聞網,2025-11-24 13:28
台股周報》全球股市最大修正波後 12月降息成關鍵 反彈契機來了？,https://tinyurl.com/29vreq3l,Newtalk新聞 |蘇元和 綜合報導,2025-11-24 12:45
影/台八女星顏曉筠遭鬼切車撞擊「左肩韌帶斷裂」　瞬撞曝,https://tinyurl.com/2bewyzg7,陳奕廷,2025-11-24 13:29
全球能源新趨勢!油、銅、豆三大市場 供需失衡關鍵,https://tinyurl.com/2cztf2nw,民視財經網,2025-11-24 12:41
事欣科波音無人機出貨順暢，Q4業績戰9億大關，今年獲利估創6年高,https://tinyurl.com/28lt5f5g,財訊快報,2025-11-24 12:42
國人刷卡賺回饋成精 萬事達卡調查：9成消費者為獲高回饋辦卡,https://tinyurl.com/2be5h73a,李靚慧,2025-11-24 12:43
快訊／輝達用地有解 吳東亮：新壽盡心協助，盼獲社會最大肯定,https://tinyurl.com/25f59y6q,三立新聞網,2025-11-24 12:45
工研院勇奪全球百大研發3大獎 展現臺灣創新研發實力,https://tinyurl.com/2av2aywd,洪友芳,2025-11-24 12:44
台新、新光投信合併 吳東亮：有信心成為兆元級規模,https://tinyurl.com/2dlygrto,工商時報 巫其倫,2025-11-24 12:43
"普發一萬""郵局領現""開跑 首週採""身分證單雙數""分流",https://tinyurl.com/2b9xpx6g,民視財經網,2025-11-24 12:41
台新新光投信子公司完成合併 吳東亮：有信心挑戰兆元規模,https://tinyurl.com/2dkcjag9,王孟倫,2025-11-24 12:46
台股早盤一度大漲300點永豐投顧帶您分析,https://tinyurl.com/2aqprz7z,民視財經網,2025-11-24 12:46
城揚每坪75萬 向郡都集團買進楠梓579坪建地,https://tinyurl.com/2ywglnbr,工商時報 顏瑞田,2025-11-24 12:45
舍監性平案》學生會籲台大放棄上訴重啟調查　鄭英耀：程序有疏漏應補正,https://tinyurl.com/2xtelhku,秦宛萱,2025-11-24 13:28
EPS季增1400%！這檔「拉第2根漲停」領軍被動元件衝天　蜜望實噴半根邁向連5紅,https://tinyurl.com/2dga67pm,FTNN新聞網,2025-11-24 12:50
利多滿天飛卻不漲！鴻海被外資殺到220元懸崖　專家戳破「短線融資斷頭價」,https://tinyurl.com/2xpfmh2z,FTNN新聞網,2025-11-24 13:10
普發民防手冊掀熱議 凌濤轟民進黨「國防私有化」,https://tinyurl.com/2y9qseky,Newtalk新聞 |黃建豪 台北市報導,2025-11-24 13:03
AI與台積電帶動！晶圓代工業明年營收將年增17％、衝破2300億美元,https://tinyurl.com/2a8yno2v,洪友芳,2025-11-24 13:13
焦點股：穎崴後續營運展望利多，今日強漲，股價站回所有均線之上,https://tinyurl.com/258kos95,財訊快報,2025-11-24 13:01
凱基投顧預期伺服器需求明年續旺，保守看PC與智慧型手機,https://tinyurl.com/2yk2v8w5,財訊快報,2025-11-24 13:30
沈伯洋揭「中國抹黑套路」！不忍喊：要「徹底反擊」,https://tinyurl.com/286t2ylw,民視新聞網,2025-11-24 13:01
投信合併合併　吳東亮：引領台資產站上國際,https://tinyurl.com/2cuu44kv,記者林汪靜/台北報導,2025-11-24 13:22
胡風事件的反思和抗議：爭取民主，反抗奴役,https://tinyurl.com/22jbvcj5,邵江,2025-11-24 13:00
台新和新光人壽何時正式合併？吳東亮給答案,https://tinyurl.com/2d6svh4x,馮萱榕｜Yahoo財經特派記者,2025-11-24 12:56
鈊象授權再傳捷報，獲加拿大執照，投信連3天買超逾2000張,https://tinyurl.com/28vcgfls,財訊快報,2025-11-24 12:53
加拿大總理卡尼：將在「適當時機」恢復與美貿易談判,https://tinyurl.com/268q2sdg,工商時報 陳怡均,2025-11-24 12:54
萬里雲深耕人工智慧 入列新加坡AI國家戰略伙伴,https://tinyurl.com/238rpslj,黃琮淵,2025-11-24 13:03
立院法制局建議鬆綁禁婚親等　專家喊「萬萬不可」：恐易生畸形兒,https://tinyurl.com/22bvfkb9,游騰傑,2025-11-24 13:02
反擊AI假影片！王世堅自曝赴陸3原則：我會是「最後一個」,https://tinyurl.com/2y839ya3,莊雅婷,2025-11-24 13:00
明年春節9天連假　賴清德：醫院診所開診「加成30%至100%」,https://tinyurl.com/28xedn36,楊亞璇,2025-11-24 13:01
劉和然促政院速公布財劃法試算表  不要讓地方看臉色要錢,https://tinyurl.com/2cgbzqgw,張鎧乙,2025-11-24 13:04
快訊／北市府與新壽確定分手了！　李四川證實：已塗銷地上權登記,https://tinyurl.com/23b3gdwl,謝文哲,2025-11-24 13:12
英國預料將批准中國「超級使館」計劃,https://tinyurl.com/2ypm9ucw,克里斯·梅森（Chris Mason）& 貝基·莫頓（Becky Morton） - BBC政治事務編輯、BBC政治事務記者,2025-11-24 13:11
雙重國籍代替選項  印尼准許前公民無限期居留,https://tinyurl.com/27zx42co,吳寧康,2025-11-24 13:05
正式分手！李四川曝已與新壽簽訂解約、塗銷地上權,https://tinyurl.com/2ywaj3zg,台視新聞網,2025-11-24 13:06
4000億美元拿走臺灣「半條命」　稅收2塊要交1塊給美國　國民黨：這不是合作而是對台殺雞取卵,https://tinyurl.com/265zhtdb,蕭介雲,2025-11-24 13:08
正式和新壽分手了！T17、T18地上權塗銷　李四川：輝達沒有投資金額上限,https://tinyurl.com/2aftpurr,三立新聞網,2025-11-24 13:10
綠：任公職須對國家忠誠　依法只能有中華民國國籍,https://tinyurl.com/22789rvf,The Central News Agency 中央通訊社,2025-11-24 13:06
2028盧放棄、侯再起？廖偉翔：不用過度解讀,https://tinyurl.com/244mk5ln,記者顏幸如／台中報導,2025-11-24 13:11
看賴吃壽司挺日本   沈富雄批「花拳繡腿」：輕薄而失內涵,https://tinyurl.com/28k55rzg,謝雅柔,2025-11-24 13:12
長照3.0明年推動! 卓榮泰:沒有總預算一切白談,https://tinyurl.com/2bbqesre,民視新聞網,2025-11-24 13:13
台灣面臨2股危險力量 洪秀柱：和平統一才有真正安全,https://tinyurl.com/267ubzrx,東森財經,2025-11-24 13:19
蔡英文合體蘇貞昌！藍青年看穿內幕：將對賴清德造成不小威脅,https://tinyurl.com/2348jd7d,陳弘美,2025-11-24 13:13
藍營推中配參政免棄國籍　侯友宜喊兼具國安維護與人道關懷,https://tinyurl.com/26gg9jan,黃雅琪,2025-11-24 13:16
主動送驗變有事！盧秀燕重申自己概括承受但為同仁抱屈,https://tinyurl.com/2dpzkxg7,馮惠宜,2025-11-24 13:13
輝達確定落腳北士科 吳東亮：盼給新壽更多支持和肯定,https://tinyurl.com/26sjghgt,馮萱榕｜Yahoo財經特派記者,2025-11-24 13:19
北市府已塗銷新壽地上權　下一步和輝達簽約,https://tinyurl.com/23zk2aa4,記者林怡昕／台北報導,2025-11-24 13:15
藍白合不能急？黃國昌被問這2縣市：還太早,https://tinyurl.com/2a7g8kw6,記者胡郁欣／綜合報導,2025-11-24 13:15
國軍採購反無人機系統須有接管性能？　柏鴻輝：不評論,https://tinyurl.com/26kpp32z,宋玉寧,2025-11-24 13:25
高市早苗民調破七成　網友質疑：日本那麼多人想要戰爭？,https://tinyurl.com/22xcv7on,黃詩崴,2025-11-24 13:17
擅闖舞台噁貼臉　女歌手花容失色　男子歉：醉了,https://tinyurl.com/28ny7g48,華視,2025-11-24 13:19
宜蘭蘇澳災後　「母嬰用品大拍賣」　民眾瘋搶：洗一洗就能用,https://tinyurl.com/28uvv7h7,"謝宛庭,劉育瑄 簡大程,楊清波",2025-11-24 13:19
藍擬修「國籍法」開放中配參政　劉世芳：特權修法很奇怪,https://tinyurl.com/2adwmbay,華視,2025-11-24 13:22
洪秀柱再批高市早苗冒進　吳思瑤嗆：中共應聲蟲！踹日本一腳會贏民意？,https://tinyurl.com/2aowhb23,三立新聞網,2025-11-24 13:20
養約20隻狗作伴…獨居翁猝死多日　犬隻疑「啃食遺體」,https://tinyurl.com/296ht8xu,徐郁惇 徐記宏,2025-11-24 13:20
舒淇認想生孩子！「結婚10年仍無緣」馮德倫回應⋯一句話暖爆,https://tinyurl.com/26v5ckvq,三立新聞網,2025-11-24 13:21
新新併》投信合併打頭陣　新任董座賴昭吟要做三件事：兆元投信不成問題,https://tinyurl.com/2apzlab4,李海琪,2025-11-24 13:21
照護員推八旬翁外出曬太陽　遭左轉貨車撞倒｜#鏡新聞,https://tinyurl.com/28jw37p5,鏡新聞,2025-11-24 13:21
反制無人機引「以色列接管技術」　藍委憂「侵犯隱私」｜#鏡新聞,https://tinyurl.com/2ywp96ec,鏡新聞,2025-11-24 13:21
AIT列機敏地　「保二特」完成軍訓後赴淡水海纜站操演｜#鏡新聞,https://tinyurl.com/2dcayfd3,鏡新聞,2025-11-24 13:20
桃園環保局建置氣候「調適圖台」　以即時環境數據強化高溫防護,https://tinyurl.com/2xmfe8rd,記者葉志成／桃園報導,2025-11-24 13:22
