標題,連結,作者,日期
《金融股》輝達用地底定！吳東亮喊話：盼全民給新壽最大肯定,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E8%BC%9D%E9%81%94%E7%94%A8%E5%9C%B0%E5%BA%95%E5%AE%9A-%E5%90%B3%E6%9D%B1%E4%BA%AE%E5%96%8A%E8%A9%B1-%E7%9B%BC%E5%85%A8%E6%B0%91%E7%B5%A6%E6%96%B0%E5%A3%BD%E6%9C%80%E5%A4%A7%E8%82%AF%E5%AE%9A-040628131.html,時報資訊,2025-11-24 12:06
《金融股》台新、新光投信正式合併 資產躋身前十大未來挑戰兆元規模,https://tinyurl.com/2ces5ull,時報資訊,2025-11-24 11:58
《盤中解析》反攻季線氣虛 支撐看26K、靜待AI表態,https://tinyurl.com/2c4zlgsx,時報資訊,2025-11-24 12:06
家事清潔職缺年增12% 業者祭6萬高薪搶人,https://tinyurl.com/26zljhzx,記者洪安怡／台北即時報導,2025-11-24 11:51
仁大資訊明起每股底價32.8元競拍，12/10掛牌，承銷價每股41元,https://tinyurl.com/2ar8qj8y,財訊快報,2025-11-24 11:57
《HKEX台股期貨》12:00，11月台股指數期貨漲4.1點，為1147.8點,https://tinyurl.com/2c7zmfcd,時報資訊,2025-11-24 12:03
《商情》下游買盤多觀望 本周廢鋼、鋼筋、型鋼全面平盤,https://tinyurl.com/2bqrw7vt,時報資訊,2025-11-24 11:56
吳東亮：挑戰兆元規模　台新投信資產躍升前十大,https://tinyurl.com/2366cavv,黃亞琪,2025-11-24 11:52
壽險業首發！富邦人壽加入警政署165反詐騙系統平臺 增指定聯絡人服務,https://tinyurl.com/28qcssgd,記者戴玉翔／台北即時報導,2025-11-24 11:51
產油國強硬、美國缺席，COP30折衷協議拍板，化石燃料爭議暫擱置,https://tinyurl.com/2xpfy2vp,財訊快報,2025-11-24 12:05
《熱門族群》國家隊撐腰！矽光子大小通吃 2檔高掛紅燈,https://tinyurl.com/2d4zwxlb,時報資訊,2025-11-24 12:08
《熱門族群》亂世梟雄！被動元件2小兵連閃2紅燈,https://tinyurl.com/23vytmb2,時報資訊,2025-11-24 12:11
記憶體、網通、軍工股反彈，加權指數上漲百餘點,https://tinyurl.com/23hb6euz,財訊快報,2025-11-24 12:11
威潤減資換發新股上櫃買賣，早盤跳空漲停，前三季虧損收斂,https://tinyurl.com/23afrrnq,財訊快報,2025-11-24 12:11
金融超級法說周鳴槍！富邦金站回5日線熱場 五大重點一次看,https://tinyurl.com/286m3oy3,記者李慧蘭／台北即時報導,2025-11-24 11:53
台積電 11月至今遭外資賣出至少1500億元　今力圖攻回1400元　本周法人是否轉為賣進成關鍵,https://tinyurl.com/2czngjbx,李廷歡,2025-11-24 11:55
BBU大軍紅綠交鋒！這檔強勢亮燈漲停...台達電回魂「重返900元大關」　它恐步入連11跌,https://tinyurl.com/27cabqs5,FTNN新聞網,2025-11-24 12:00
威潤減資換發新股上櫃買賣，早盤跳空漲停，前三季虧損收斂,https://tinyurl.com/23afrrnq,財訊快報,2025-11-24 12:11
海軍陸戰隊第66旅赴關島訓練　台美聯合操演兵力擴大,https://tinyurl.com/22mwehok,宋玉寧,2025-11-24 11:47
仁大資訊明起每股底價32.8元競拍，12/10掛牌，承銷價每股41元,https://tinyurl.com/2ar8qj8y,財訊快報,2025-11-24 11:57
記憶體、網通、軍工股反彈，加權指數上漲百餘點,https://tinyurl.com/23hb6euz,財訊快報,2025-11-24 12:11
林飛帆指芬蘭、瑞典也發行全民防衛手冊　凌濤：《台灣全民安全指引》充斥意識形態,https://tinyurl.com/26qetchr,周刊王CTWANT |徐立諺,2025-11-24 11:51
天龍國這2事應做好...評蔣萬安 吳怡農：治理不能憑感覺,https://tinyurl.com/273odqbf,記者林麗玉、洪子凱／台北即時報導,2025-11-24 11:51
李在明會李強：希望早日在北京同習近平會面,https://tinyurl.com/23lnagag,記者賴錦宏／即時報導,2025-11-24 11:51
台新新光金投信子公司完成合併！吳東亮：有信心挑戰兆元規模,https://tinyurl.com/2bsl75tu,馮萱榕｜Yahoo財經特派記者,2025-11-24 12:07
台灣有望實施「週休三日」？勞動部長洪申翰回應了,https://tinyurl.com/23p4g9uc,三立新聞網,2025-11-24 11:51
產油國強硬、美國缺席，COP30折衷協議拍板，化石燃料爭議暫擱置,https://tinyurl.com/2xpfy2vp,財訊快報,2025-11-24 12:05
【即時短評】從白色恐怖到黃百韜  吃到飽的「烈士」自助餐？,https://tinyurl.com/22yz2wwc,記者／曹鈞皓,2025-11-24 11:51
藍白恐退回政院版財劃法　卓榮泰：執政黨團有點無力感,https://tinyurl.com/2at2yh62,中廣新聞網,2025-11-24 11:48
MSCI調整盤後生效！股王信驊一度漲逾8%,https://tinyurl.com/2cq2lj8b,記者陳郁柔／台北報導,2025-11-24 12:03
【Hot台股】南亞科吸金200億元超狂 網揪心「上面滿滿套牢量待出...」分析師揭1 關鍵：先觀望,https://tinyurl.com/23awl7ec,王詩婷｜Yahoo財經特派記者,2025-11-24 12:04
港府跟進北京暫停與日本總領館交流　官方頻道停播《工作細胞》,https://tinyurl.com/2yr8jhn4,國際中心,2025-11-24 11:52
謁陵兩蔣！被問是否解釋拜共諜吳石　鄭麗文大笑喊：覺得肩上擔子特別重,https://tinyurl.com/22bdfznh,三立新聞網,2025-11-24 11:53
台灣有事說 中日對立升溫,https://tinyurl.com/2dplr7w6,國際中心、記者陳宥菘／綜合報導,2025-11-24 11:53
盧秀燕可能不選2028？子弟兵廖偉翔：不用過度解讀,https://tinyurl.com/26qxohfb,林欣漢,2025-11-24 11:59
院版財劃法付委3劇本 卓揆與綠委沙盤推演：盼找出可行之道,https://tinyurl.com/24gzsq7x,台視新聞網,2025-11-24 11:59
重現小英過半成績！吳怡農：請支持我選台北,https://tinyurl.com/27ntapt8,記者陳威叡／台北報導,2025-11-24 11:58
立院外委會通過反對中國扭曲2758號決議 藍白立委全缺席,https://tinyurl.com/2xjvpzkz,黃靖媗,2025-11-24 11:57
立院法制局拋修旁系血親禁婚範圍　綠：修民法要慎重,https://tinyurl.com/2b6pnq26,The Central News Agency 中央通訊社,2025-11-24 11:57
陸回應高市升高層級 王毅再嗆「越了不應碰的紅線」,https://tinyurl.com/2atg6c8z,記者陳宥菘／綜合報導,2025-11-24 11:53
鍾佳濱接受媒體聯訪 (圖),https://tinyurl.com/2xuth8hu,The Central News Agency 中央通訊社,2025-11-24 11:57
2026新北市長選戰藍白合？ 劉和然：順時間發展決定,https://tinyurl.com/27938e9h,賴筱桐,2025-11-24 12:00
藍委質疑院版財劃法未公開縣市分配數 侯友宜：中央地方合作才是人民之福,https://tinyurl.com/29grhp7u,黃政嘉,2025-11-24 12:00
藍營推中配參政免棄國籍 鍾東錦：可稍緩,https://tinyurl.com/2ynkba2x,彭健禮,2025-11-24 12:01
議員批非洲豬瘟防疫漏洞百出 盧秀燕強調「我不委屈」,https://tinyurl.com/2xvoqvmt,黃旭磊,2025-11-24 12:01
盧秀燕為下屬抱屈：我從未說過自己委屈,https://tinyurl.com/25aq6qwq,記者顏幸如／台中報導,2025-11-24 12:06
教育部將修法防校園濫訴 今公聽會廣納意見,https://tinyurl.com/2cksxhwm,國立教育廣播電台,2025-11-24 12:02
中配參政是好事！ 張善政：中央拿國籍法講資格有問題,https://tinyurl.com/2dgxh399,鄭淑婷,2025-11-24 12:05
15-19歲親中？苗博雅揭「對中國反感都佔多數」：台灣青年世代沒有親中,https://tinyurl.com/25mqal3c,三立新聞網,2025-11-24 12:06
台南市長選戰最新民調　陳亭妃領先！謝龍介戰林俊憲仍佔優,https://tinyurl.com/27gaalle,黃詩崴,2025-11-24 12:06
央廣官網置換五星旗　吳政勳、岳昭莒遭起訴求重刑,https://tinyurl.com/29fz37xf,The Central News Agency 中央通訊社,2025-11-24 11:39
俄烏28條惹議！吳志中：台灣拒武力改變邊界,https://tinyurl.com/2958zq6r,記者陳韻年／綜合報導,2025-11-24 12:07
造謠全民安全指引是公主病？凌濤嗆爆劉世芳,https://tinyurl.com/29o4y7h5,記者林怡昕／台北報導,2025-11-24 12:07
林岳賢稱將北上爭取宜蘭小巨蛋　教育處預計明年2月送案運動部,https://tinyurl.com/22g8o3lp,黃 泰宇,2025-11-24 12:10
汐止夢湖路鐵皮工廠起火2人送醫　消防籲附近關門窗,https://tinyurl.com/23cuaypz,The Central News Agency 中央通訊社,2025-11-24 11:37
巴西前總統破壞電子腳鐐被捕　歸咎藥物引發幻覺,https://tw.news.yahoo.com/%E5%B7%B4%E8%A5%BF%E5%89%8D%E7%B8%BD%E7%B5%B1%E7%A0%B4%E5%A3%9E%E9%9B%BB%E5%AD%90%E8%85%B3%E9%90%90%E8%A2%AB%E6%8D%95-%E6%AD%B8%E5%92%8E%E8%97%A5%E7%89%A9%E5%BC%95%E7%99%BC%E5%B9%BB%E8%A6%BA-034008650.html,The Central News Agency 中央通訊社,2025-11-24 11:40
賴清德稱「許多人有錢有閒看演唱會」　黃國昌嘆：離年輕族群越來越遠,https://tw.news.yahoo.com/%E8%B3%B4%E6%B8%85%E5%BE%B7%E7%A8%B1-%E8%A8%B1%E5%A4%9A%E4%BA%BA%E6%9C%89%E9%8C%A2%E6%9C%89%E9%96%92%E7%9C%8B%E6%BC%94%E5%94%B1%E6%9C%83-%E9%BB%83%E5%9C%8B%E6%98%8C%E5%98%86-%E9%9B%A2%E5%B9%B4%E8%BC%95%E6%97%8F%E7%BE%A4%E8%B6%8A%E4%BE%86%E8%B6%8A%E9%81%A0-040850153.html,政治中心／綜合報導,2025-11-24 12:08
單親媽徒手悶死小姊弟！認生活、經濟壓力大　三審無期徒刑定讞,https://tinyurl.com/24lune52,三立新聞網,2025-11-24 11:41
涉虛增營業收入 李洲科技董座李明順起訴,https://tinyurl.com/25a9de97,王定傳,2025-11-24 11:49
央廣官網遭換中國「五星旗」！北檢今起訴三人　「內鬼」吳姓工程師求刑3年,https://tinyurl.com/22h5p8fr,民視新聞網,2025-11-24 11:41
77歲獨居翁倒臥透天厝身亡多日　部分遺體泡水中已開始腐爛,https://tinyurl.com/2bly3j2a,周刊王CTWANT |中國時報任義宇,2025-11-24 11:41
牛排攤員工唱TWICE的歌遭批「很憨」 他回嗆︰我還會唱蔡依林啦,https://tinyurl.com/28ox6x6n,陸運鋒,2025-11-24 11:49
阿嬤廟口遛狗被色阿北誆幫按摩襲胸  嚇到做惡夢看醫生,https://tinyurl.com/28cx2634,蔡清華,2025-11-24 11:48
東海女大生遭輾斃調解破局！司機認超時駕駛「保險不賠」…林母：沒誠意,https://tinyurl.com/24g88lll,三立新聞網,2025-11-24 11:42
租車未依時歸還變竊車 和解未註銷搞烏龍,https://tinyurl.com/2yrq939o,CDNS L,2025-11-24 11:48
80Kg壯男攀苗栗「台版富士山」骨折　急派21警消、漏夜13小時救援,https://tinyurl.com/2cotoozx,FTNN新聞網,2025-11-24 11:50
自行車賽碰撞倒車再遭輾！　15歲選手命危搶救中,https://tinyurl.com/29t58nts,"林佑璇,顧守昌 李讚盛",2025-11-24 11:53
內鬼被抓了！央廣官網遭駭入掛五星旗　工程師等3人被求重刑,https://tinyurl.com/2asly7ze,FTNN新聞網,2025-11-24 11:51
海巡科技查緝 第四岸巡攔獲電子煙,https://tinyurl.com/24ambjmb,林宜樟,2025-11-24 11:51
失業不求職繼續買毒！單親櫃姐狠弒2子女　最終判決出爐,https://tinyurl.com/23jm3vf6,周刊王CTWANT |翁靖祐,2025-11-24 11:52
遭合成與涉案里長照片　陳其邁：變造、抹黑都提告,https://tinyurl.com/2ck64cnm,The Central News Agency 中央通訊社,2025-11-24 11:52
三接爆浮報百億預算、沉箱工程危公安　業界籲：應檢驗混凝土硬度,https://tinyurl.com/2bff6h3x,李育材,2025-11-24 11:53
聽團仔集合！滅火器登高雄跨年熱唱嗨翻港都,https://tinyurl.com/2aja6lwy,記者郭凱杰／高雄報導,2025-11-24 11:53
【每日揭詐】手遊玩家帳號交易遭騙！貝殼幣付好付滿 打開遊戲卻發現無法登入,https://tinyurl.com/2d9fpkkt,數位中心,2025-11-24 11:51
汐止區鐵皮工廠起火　籲附近關窗防空污 (圖),https://tinyurl.com/24evr3e6,The Central News Agency 中央通訊社,2025-11-24 11:53
新北汐止鐵皮工廠起火 2人吸入濃煙送醫 消防籲附近關門窗,https://tinyurl.com/297nu64k,Yahoo奇摩（即時新聞）,2025-11-24 11:55
民主黨眾議員被控盜領500萬救災經費 她否認指控、拒絕辭職,https://tinyurl.com/28duoxea,世界日報,2025-11-24 11:57
新北汐止區鐵皮工廠起火　2人送醫 (圖),https://tinyurl.com/24c5szvy,The Central News Agency 中央通訊社,2025-11-24 11:54
學生會籲舍監案重啟調查　台大：已上訴盼釐清爭議,https://tinyurl.com/2dyzyt7u,The Central News Agency 中央通訊社,2025-11-24 11:58
快訊／逢甲商圈店面遭「烈焰吞噬」全面燃燒黑煙狂竄　警消救出1人脫困,https://tinyurl.com/29dgtm55,三立新聞網,2025-11-24 11:54
免費3000份水果太誘人 獨居失智婦搭公車卻忘了回家的路,https://tinyurl.com/23yesq8j,劉曉欣,2025-11-24 11:58
選戰起跑就被抹黑　何元楷霸氣拿出童年紀念冊：我從小在汐止長大,https://tinyurl.com/2yt2dkhh,唐 有為,2025-11-24 11:57
嶺東宇宙動漫祭 動漫魂點燃次世代創意基地,https://tinyurl.com/29olnq3p,記者金武鳯/台中報導,2025-11-24 12:00
母親掐死子女　最高法院判無期徒刑定讞,https://tinyurl.com/24sfetqf,The Central News Agency 中央通訊社,2025-11-24 11:54
