標題,連結,作者,日期
新北歡樂耶誕城人次逾160萬   搭乘大眾運輸暢遊更開心,https://tw.news.yahoo.com/%E6%96%B0%E5%8C%97%E6%AD%A1%E6%A8%82%E8%80%B6%E8%AA%95%E5%9F%8E%E4%BA%BA%E6%AC%A1%E9%80%BE160%E8%90%AC-%E6%90%AD%E4%B9%98%E5%A4%A7%E7%9C%BE%E9%81%8B%E8%BC%B8%E6%9A%A2%E9%81%8A%E6%9B%B4%E9%96%8B%E5%BF%83-025336729.html,,2025-11-24 10:53
新莊副都心平均房價5年漲3成！專家：「有基之彈」,https://tw.stock.yahoo.com/news/%E6%96%B0%E8%8E%8A%E5%89%AF%E9%83%BD%E5%BF%83%E5%B9%B3%E5%9D%87%E6%88%BF%E5%83%B95%E5%B9%B4%E6%BC%B23%E6%88%90%EF%BC%81%E5%B0%88%E5%AE%B6%EF%BC%9A%E3%80%8C%E6%9C%89%E5%9F%BA%E4%B9%8B%E5%BD%88%E3%80%8D-025521723.html,,2025-11-24 10:55
中配李貞秀喊簽「無雙重國籍」切結書 劉世芳：國籍法無具結辦法,https://tw.news.yahoo.com/%E4%B8%AD%E9%85%8D%E6%9D%8E%E8%B2%9E%E7%A7%80%E5%96%8A%E7%B0%BD-%E7%84%A1%E9%9B%99%E9%87%8D%E5%9C%8B%E7%B1%8D-%E5%88%87%E7%B5%90%E6%9B%B8-%E5%8A%89%E4%B8%96%E8%8A%B3-%E5%9C%8B%E7%B1%8D%E6%B3%95%E7%84%A1%E5%85%B7%E7%B5%90%E8%BE%A6%E6%B3%95-024552758.html,,2025-11-24 10:45
台大性騷案　教長：校方程序疏漏應依法改進,https://tw.news.yahoo.com/%E5%8F%B0%E5%A4%A7%E6%80%A7%E9%A8%B7%E6%A1%88-%E6%95%99%E9%95%B7-%E6%A0%A1%E6%96%B9%E7%A8%8B%E5%BA%8F%E7%96%8F%E6%BC%8F%E6%87%89%E4%BE%9D%E6%B3%95%E6%94%B9%E9%80%B2-024642985.html,,2025-11-24 10:46
恒指高開232點 科技指數漲逾1％ 市場情緒樂觀,https://tw.stock.yahoo.com/news/%E6%81%92%E6%8C%87%E9%AB%98%E9%96%8B232%E9%BB%9E-%E7%A7%91%E6%8A%80%E6%8C%87%E6%95%B8%E6%BC%B2%E9%80%BE1-%E5%B8%82%E5%A0%B4%E6%83%85%E7%B7%92%E6%A8%82%E8%A7%80-022454793.html,,2025-11-24 10:24
利空連環爆！這記憶體模組廠「連虧30季」6天狂瀉38%　今開盤即吞第4根跌停,https://tw.stock.yahoo.com/news/%E5%88%A9%E7%A9%BA%E9%80%A3%E7%92%B0%E7%88%86-%E9%80%99%E8%A8%98%E6%86%B6%E9%AB%94%E6%A8%A1%E7%B5%84%E5%BB%A0-%E9%80%A3%E8%99%A730%E5%AD%A3-6%E5%A4%A9%E7%8B%82%E7%80%8938-%E4%BB%8A%E9%96%8B%E7%9B%A4%E5%8D%B3%E5%90%9E%E7%AC%AC4%E6%A0%B9%E8%B7%8C%E5%81%9C-022000672.html,,2025-11-24 10:20
彥臣新藥NBM-BMX用於葡萄膜黑色素瘤，獲美FDA孤兒藥認定,https://tw.stock.yahoo.com/news/%E5%BD%A5%E8%87%A3%E6%96%B0%E8%97%A5nbm-bmx%E7%94%A8%E6%96%BC%E8%91%A1%E8%90%84%E8%86%9C%E9%BB%91%E8%89%B2%E7%B4%A0%E7%98%A4-%E7%8D%B2%E7%BE%8Efda%E5%AD%A4%E5%85%92%E8%97%A5%E8%AA%8D%E5%AE%9A-021926646.html,,2025-11-24 10:19
快訊／高雄獨居男自宅成水上腐屍！遺體疑遭14犬隻啃咬　現場臭氣沖天,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E9%AB%98%E9%9B%84%E7%8D%A8%E5%B1%85%E7%94%B7%E8%87%AA%E5%AE%85%E6%88%90%E6%B0%B4%E4%B8%8A%E8%85%90%E5%B1%8D-%E9%81%BA%E9%AB%94%E7%96%91%E9%81%AD10%E7%8A%AC%E9%9A%BB%E5%95%83%E5%92%AC-%E7%8F%BE%E5%A0%B4%E8%87%AD%E6%B0%A3%E6%B2%96%E5%A4%A9-015000751.html,,2025-11-24 10:48
上櫃公司李洲科技涉財報灌水！　北檢依法起訴負責人李明順,https://tw.news.yahoo.com/%E4%B8%8A%E6%AB%83%E5%85%AC%E5%8F%B8%E6%9D%8E%E6%B4%B2%E7%A7%91%E6%8A%80%E6%B6%89%E8%B2%A1%E5%A0%B1%E7%81%8C%E6%B0%B4-%E5%8C%97%E6%AA%A2%E4%BE%9D%E6%B3%95%E8%B5%B7%E8%A8%B4%E8%B2%A0%E8%B2%AC%E4%BA%BA%E6%9D%8E%E6%98%8E%E9%A0%86-023142165.html,,2025-11-24 10:31
輝達現金海嘯席捲科技業，資本大挪移重塑AI權力版圖,https://tw.stock.yahoo.com/news/%E8%BC%9D%E9%81%94%E7%8F%BE%E9%87%91%E6%B5%B7%E5%98%AF%E5%B8%AD%E6%8D%B2%E7%A7%91%E6%8A%80%E6%A5%AD-%E8%B3%87%E6%9C%AC%E5%A4%A7%E6%8C%AA%E7%A7%BB%E9%87%8D%E5%A1%91ai%E6%AC%8A%E5%8A%9B%E7%89%88%E5%9C%96-023753576.html,,2025-11-24 10:37
現金減資股出師不利 泰銘、潤隆臉黑黑,https://tw.stock.yahoo.com/news/%E7%8F%BE%E9%87%91%E6%B8%9B%E8%B3%87%E8%82%A1%E5%87%BA%E5%B8%AB%E4%B8%8D%E5%88%A9-%E6%B3%B0%E9%8A%98-%E6%BD%A4%E9%9A%86%E8%87%89%E9%BB%91%E9%BB%91-022611377.html,,2025-11-24 10:26
電子權值AI股攻略！法人共識 EPS 與目標價一次看,https://tw.news.yahoo.com/%E9%9B%BB%E5%AD%90%E6%AC%8A%E5%80%BCai%E8%82%A1%E6%94%BB%E7%95%A5-%E6%B3%95%E4%BA%BA%E5%85%B1%E8%AD%98-eps-%E8%88%87%E7%9B%AE%E6%A8%99%E5%83%B9-%E6%AC%A1%E7%9C%8B-023604514.html,,2025-11-24 10:36
台中西柳橋下火警！　消防滅火後竟見焦屍一具,https://tw.news.yahoo.com/%E5%8F%B0%E4%B8%AD%E8%A5%BF%E6%9F%B3%E6%A9%8B%E4%B8%8B%E7%81%AB%E8%AD%A6-%E6%B6%88%E9%98%B2%E6%BB%85%E7%81%AB%E5%BE%8C%E7%AB%9F%E8%A6%8B%E7%84%A6%E5%B1%8D-%E5%85%B7-021617518.html,,2025-11-24 10:16
虛增營業收入逾9千萬！李洲董座李明順起訴 好友妻偷賣股票也慘了,https://tw.news.yahoo.com/%E8%99%9B%E5%A2%9E%E7%87%9F%E6%A5%AD%E6%94%B6%E5%85%A5%E9%80%BE9%E5%8D%83%E8%90%AC-%E6%9D%8E%E6%B4%B2%E8%91%A3%E5%BA%A7%E6%9D%8E%E6%98%8E%E9%A0%86%E8%B5%B7%E8%A8%B4-%E5%A5%BD%E5%8F%8B%E5%A6%BB%E5%81%B7%E8%B3%A3%E8%82%A1%E7%A5%A8%E4%B9%9F%E6%85%98%E4%BA%86-023428830.html,,2025-11-24 10:34
台股早盤一度漲逾300點 台積電重回1400元,https://tw.news.yahoo.com/%E5%8F%B0%E8%82%A1%E6%97%A9%E7%9B%A4-%E5%BA%A6%E6%BC%B2%E9%80%BE300%E9%BB%9E-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%87%8D%E5%9B%9E1400%E5%85%83-022346393.html,,2025-11-24 10:23
突破複合機能布料「不可回收」難題 興采永續技術獲「創新界奧斯卡」,https://tw.news.yahoo.com/%E7%AA%81%E7%A0%B4%E8%A4%87%E5%90%88%E6%A9%9F%E8%83%BD%E5%B8%83%E6%96%99-%E4%B8%8D%E5%8F%AF%E5%9B%9E%E6%94%B6-%E9%9B%A3%E9%A1%8C-%E8%88%88%E9%87%87%E6%B0%B8%E7%BA%8C%E6%8A%80%E8%A1%93%E7%8D%B2-%E5%89%B5%E6%96%B0%E7%95%8C%E5%A5%A7%E6%96%AF%E5%8D%A1-023924383.html,,2025-11-24 10:39
周休3日提案捲土重來 今年可能過關？勞動部長回應了,https://tw.news.yahoo.com/%E5%91%A8%E4%BC%913%E6%97%A5%E6%8F%90%E6%A1%88%E6%8D%B2%E5%9C%9F%E9%87%8D%E4%BE%86-%E4%BB%8A%E5%B9%B4%E5%8F%AF%E8%83%BD%E9%81%8E%E9%97%9C-%E5%8B%9E%E5%8B%95%E9%83%A8%E9%95%B7%E5%9B%9E%E6%87%89%E4%BA%86-022358743.html,,2025-11-24 10:23
美元中長期走勢偏弱！法人建議分散投資：「這兩國」貨幣成首選,https://tw.stock.yahoo.com/news/%E7%BE%8E%E5%85%83%E4%B8%AD%E9%95%B7%E6%9C%9F%E8%B5%B0%E5%8B%A2%E5%81%8F%E5%BC%B1-%E6%B3%95%E4%BA%BA%E5%BB%BA%E8%AD%B0%E5%88%86%E6%95%A3%E6%8A%95%E8%B3%87-%E9%80%99%E5%85%A9%E5%9C%8B-%E8%B2%A8%E5%B9%A3%E6%88%90%E9%A6%96%E9%81%B8-024104523.html,,2025-11-24 10:41
鴻海利多連發卻不漲？今陷220元保衛戰 專家曝一關鍵：山上來的滾石先別擋,https://tw.stock.yahoo.com/news/%E9%B4%BB%E6%B5%B7%E5%88%A9%E5%A4%9A%E9%80%A3%E7%99%BC%E5%8D%BB%E4%B8%8D%E6%BC%B2%EF%BC%9F%E4%BB%8A%E9%99%B7220%E5%85%83%E4%BF%9D%E8%A1%9B%E6%88%B0-%E5%B0%88%E5%AE%B6%E6%9B%9D%E4%B8%80%E9%97%9C%E9%8D%B5%EF%BC%9A%E5%B1%B1%E4%B8%8A%E4%BE%86%E7%9A%84%E6%BB%BE%E7%9F%B3%E5%85%88%E5%88%A5%E6%93%8B-024219414.html,,2025-11-24 10:42
洪申翰坦言是外送重用使用者　勞動部長揭1關鍵外送平台無漲價理由,https://tw.news.yahoo.com/%E6%B4%AA%E7%94%B3%E7%BF%B0%E5%9D%A6%E8%A8%80%E6%98%AF%E5%A4%96%E9%80%81%E9%87%8D%E7%94%A8%E4%BD%BF%E7%94%A8%E8%80%85-%E5%8B%9E%E5%8B%95%E9%83%A8%E9%95%B7%E6%8F%AD1%E9%97%9C%E9%8D%B5%E5%A4%96%E9%80%81%E5%B9%B3%E5%8F%B0%E7%84%A1%E6%BC%B2%E5%83%B9%E7%90%86%E7%94%B1-024100385.html,,2025-11-24 10:41
彭啓明：光電環評未科學討論 使世界最嚴標準就在台灣,https://tw.news.yahoo.com/%E5%BD%AD%E5%95%93%E6%98%8E%EF%BC%9A%E5%85%89%E9%9B%BB%E7%92%B0%E8%A9%95%E6%9C%AA%E7%A7%91%E5%AD%B8%E8%A8%8E%E8%AB%96-%E4%BD%BF%E4%B8%96%E7%95%8C%E6%9C%80%E5%9A%B4%E6%A8%99%E6%BA%96%E5%B0%B1%E5%9C%A8%E5%8F%B0%E7%81%A3-024054005.html,,2025-11-24 10:40
台股終於回溫啦！「PCB大廠」一度漲近10%炸108億成交額…南亞科、華邦電齊走高,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%B5%82%E6%96%BC%E5%9B%9E%E6%BA%AB%E5%95%A6-pcb%E5%A4%A7%E5%BB%A0-%E5%BA%A6%E6%BC%B2%E8%BF%9110-%E7%82%B8108%E5%84%84%E6%88%90%E4%BA%A4%E9%A1%8D-%E5%8D%97%E4%BA%9E%E7%A7%91-023300367.html,,2025-11-24 10:33
人民幣中間價 創一周新高,https://tw.stock.yahoo.com/news/%E4%BA%BA%E6%B0%91%E5%B9%A3%E4%B8%AD%E9%96%93%E5%83%B9-%E5%89%B5-%E5%91%A8%E6%96%B0%E9%AB%98-024413262.html,,2025-11-24 10:44
壽險業首發！富邦人壽加入165反詐騙系統平臺 新增「指定聯絡人」服務,https://tw.stock.yahoo.com/news/%E5%A3%BD%E9%9A%AA%E6%A5%AD%E9%A6%96%E7%99%BC-%E5%AF%8C%E9%82%A6%E4%BA%BA%E5%A3%BD%E5%8A%A0%E5%85%A5165%E5%8F%8D%E8%A9%90%E9%A8%99%E7%B3%BB%E7%B5%B1%E5%B9%B3%E8%87%BA-%E6%96%B0%E5%A2%9E-%E6%8C%87%E5%AE%9A%E8%81%AF%E7%B5%A1%E4%BA%BA-%E6%9C%8D%E5%8B%99-023142297.html,,2025-11-24 10:31
周休三日要來了？勞動部長洪申翰最新回應曝光,https://tw.stock.yahoo.com/news/%E5%91%A8%E4%BC%91%E4%B8%89%E6%97%A5%E8%A6%81%E4%BE%86%E4%BA%86-%E5%8B%9E%E5%8B%95%E9%83%A8%E9%95%B7%E6%B4%AA%E7%94%B3%E7%BF%B0%E6%9C%80%E6%96%B0%E5%9B%9E%E6%87%89%E6%9B%9D%E5%85%89-024547103.html,,2025-11-24 10:45
台股震盪00981A近一月逆勢仍上漲逾2%！ 規模大增114億元,https://tw.news.yahoo.com/%E5%8F%B0%E8%82%A1%E9%9C%87%E7%9B%AA00981a%E8%BF%91-%E6%9C%88%E9%80%86%E5%8B%A2%E4%BB%8D%E4%B8%8A%E6%BC%B2%E9%80%BE2-%E8%A6%8F%E6%A8%A1%E5%A4%A7%E5%A2%9E114%E5%84%84%E5%85%83-024152645.html,,2025-11-24 10:41
韓釋出與台協調晶片關稅訊號，力拚在美關稅談判爭取最優惠待遇,https://tw.stock.yahoo.com/news/%E9%9F%93%E9%87%8B%E5%87%BA%E8%88%87%E5%8F%B0%E5%8D%94%E8%AA%BF%E6%99%B6%E7%89%87%E9%97%9C%E7%A8%85%E8%A8%8A%E8%99%9F-%E5%8A%9B%E6%8B%9A%E5%9C%A8%E7%BE%8E%E9%97%9C%E7%A8%85%E8%AB%87%E5%88%A4%E7%88%AD%E5%8F%96%E6%9C%80%E5%84%AA%E6%83%A0%E5%BE%85%E9%81%87-024312473.html,,2025-11-24 10:43
DRAM人踩人？華邦電、南亞科、力積電股東卻逆勢增5.5萬人快破百萬,https://tw.stock.yahoo.com/news/dram%E4%BA%BA%E8%B8%A9%E4%BA%BA%EF%BC%9F%E8%8F%AF%E9%82%A6%E9%9B%BB%E3%80%81%E5%8D%97%E4%BA%9E%E7%A7%91%E3%80%81%E5%8A%9B%E7%A9%8D%E9%9B%BB%E8%82%A1%E6%9D%B1%E5%8D%BB%E9%80%86%E5%8B%A2%E5%A2%9E55%E8%90%AC%E4%BA%BA%E5%BF%AB%E7%A0%B4%E7%99%BE%E8%90%AC-024433593.html,,2025-11-24 10:44
租金補貼不用房東同意　全年隨到隨辦「3步驟」秒懂,https://tw.news.yahoo.com/%E7%A7%9F%E9%87%91%E8%A3%9C%E8%B2%BC%E4%B8%8D%E7%94%A8%E6%88%BF%E6%9D%B1%E5%90%8C%E6%84%8F-%E5%85%A8%E5%B9%B4%E9%9A%A8%E5%88%B0%E9%9A%A8%E8%BE%A6-3%E6%AD%A5%E9%A9%9F-%E7%A7%92%E6%87%82-025921354.html,,2025-11-24 10:59
普發1萬郵局今開放領現！　「用這一招」秒跳過排隊人潮,https://tw.stock.yahoo.com/news/%E6%99%AE%E7%99%BC1%E8%90%AC%E9%83%B5%E5%B1%80%E4%BB%8A%E9%96%8B%E6%94%BE%E9%A0%98%E7%8F%BE-%E7%94%A8%E9%80%99-%E6%8B%9B-%E7%A7%92%E8%B7%B3%E9%81%8E%E6%8E%92%E9%9A%8A%E4%BA%BA%E6%BD%AE-024800069.html,,2025-11-24 10:48
CNY、CNH早盤回吐，暫守7.11關口，升值浪潮延續資金加速布局,https://tw.stock.yahoo.com/news/cny-cnh%E6%97%A9%E7%9B%A4%E5%9B%9E%E5%90%90-%E6%9A%AB%E5%AE%887-11%E9%97%9C%E5%8F%A3-%E5%8D%87%E5%80%BC%E6%B5%AA%E6%BD%AE%E5%BB%B6%E7%BA%8C%E8%B3%87%E9%87%91%E5%8A%A0%E9%80%9F%E5%B8%83%E5%B1%80-022854870.html,,2025-11-24 10:28
周休三日連署過關 老闆挫咧等？ 勞長洪申翰：不用過早假設,https://tw.stock.yahoo.com/news/%E5%91%A8%E4%BC%91%E4%B8%89%E6%97%A5%E9%80%A3%E7%BD%B2%E9%81%8E%E9%97%9C-%E8%80%81%E9%97%86%E6%8C%AB%E5%92%A7%E7%AD%89%EF%BC%9F-%E5%8B%9E%E9%95%B7%E6%B4%AA%E7%94%B3%E7%BF%B0%EF%BC%9A%E4%B8%8D%E7%94%A8%E9%81%8E%E6%97%A9%E5%81%87%E8%A8%AD-025212712.html,,2025-11-24 10:52
華城急漲6%後熄火！網喊「重電股恐慌發作」 名師：當心套牢,https://tw.stock.yahoo.com/news/%E8%8F%AF%E5%9F%8E%E6%80%A5%E6%BC%B26%E5%BE%8C%E7%86%84%E7%81%AB%EF%BC%81%E7%B6%B2%E5%96%8A%E3%80%8C%E9%87%8D%E9%9B%BB%E8%82%A1%E6%81%90%E6%85%8C%E7%99%BC%E4%BD%9C%E3%80%8D-%E5%90%8D%E5%B8%AB%EF%BC%9A%E7%95%B6%E5%BF%83%E5%A5%97%E7%89%A2-030048393.html,,2025-11-24 11:00
新莊副都心平均房價5年漲3成！專家：「有基之彈」,https://tw.stock.yahoo.com/news/%E6%96%B0%E8%8E%8A%E5%89%AF%E9%83%BD%E5%BF%83%E5%B9%B3%E5%9D%87%E6%88%BF%E5%83%B95%E5%B9%B4%E6%BC%B23%E6%88%90%EF%BC%81%E5%B0%88%E5%AE%B6%EF%BC%9A%E3%80%8C%E6%9C%89%E5%9F%BA%E4%B9%8B%E5%BD%88%E3%80%8D-025521723.html,,2025-11-24 10:55
嚴辦周靜妮者已退休　包庇性騷犯者升官發財,https://tw.news.yahoo.com/%E5%9A%B4%E8%BE%A6%E5%91%A8%E9%9D%9C%E5%A6%AE%E8%80%85%E5%B7%B2%E9%80%80%E4%BC%91-%E5%8C%85%E5%BA%87%E6%80%A7%E9%A8%B7%E7%8A%AF%E8%80%85%E5%8D%87%E5%AE%98%E7%99%BC%E8%B2%A1-022600429.html,,2025-11-24 10:26
台人猝死中國！兒稱「失聯23年」拒認屍　遺體冰存廈門陷僵局,https://tw.news.yahoo.com/%E5%8F%B0%E4%BA%BA%E7%8C%9D%E6%AD%BB%E4%B8%AD%E5%9C%8B-%E5%85%92%E7%A8%B1-%E5%A4%B1%E8%81%AF23%E5%B9%B4-%E6%8B%92%E8%AA%8D%E5%B1%8D-%E9%81%BA%E9%AB%94%E5%86%B0%E5%AD%98%E5%BB%88%E9%96%80%E9%99%B7%E5%83%B5%E5%B1%80-021619970.html,,2025-11-24 10:16
焦點股：新紡資產活化、紡織本業成長，股價量增走高,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%96%B0%E7%B4%A1%E8%B3%87%E7%94%A2%E6%B4%BB%E5%8C%96-%E7%B4%A1%E7%B9%94%E6%9C%AC%E6%A5%AD%E6%88%90%E9%95%B7-%E8%82%A1%E5%83%B9%E9%87%8F%E5%A2%9E%E8%B5%B0%E9%AB%98-025308116.html,,2025-11-24 10:53
全球海運市場迎「重大變革」　航商重組對台關鍵影響曝光,https://tw.stock.yahoo.com/news/%E5%85%A8%E7%90%83%E6%B5%B7%E9%81%8B%E5%B8%82%E5%A0%B4%E8%BF%8E-%E9%87%8D%E5%A4%A7%E8%AE%8A%E9%9D%A9-%E8%88%AA%E5%95%86%E9%87%8D%E7%B5%84%E5%B0%8D%E5%8F%B0%E9%97%9C%E9%8D%B5%E5%BD%B1%E9%9F%BF%E6%9B%9D%E5%85%89-025000102.html,,2025-11-24 10:50
快訊／汐止「烤漆工廠」大火狂燒200坪 濃煙蔽日恐怖畫面曝,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E6%B1%90%E6%AD%A2-%E7%83%A4%E6%BC%86%E5%B7%A5%E5%BB%A0-%E5%A4%A7%E7%81%AB%E7%8B%82%E7%87%92200%E5%9D%AA-%E6%BF%83%E7%85%99%E8%94%BD%E6%97%A5%E6%81%90%E6%80%96%E7%95%AB%E9%9D%A2%E6%9B%9D-022300083.html,,2025-11-24 10:23
飛美國遭星宇航空拒載！留學生打官司求償31萬　敗訴原因曝光,https://tw.news.yahoo.com/%E9%A3%9B%E7%BE%8E%E5%9C%8B%E9%81%AD%E6%98%9F%E5%AE%87%E8%88%AA%E7%A9%BA%E6%8B%92%E8%BC%89-%E7%95%99%E5%AD%B8%E7%94%9F%E6%89%93%E5%AE%98%E5%8F%B8%E6%B1%82%E5%84%9F31%E8%90%AC-%E6%95%97%E8%A8%B4%E5%8E%9F%E5%9B%A0%E6%9B%9D%E5%85%89-022000581.html,,2025-11-24 10:20
嬤手提尿袋「失智迷途」竟橫跨3行政區…兒震驚：想不透！,https://tw.news.yahoo.com/%E5%AC%A4%E6%89%8B%E6%8F%90%E5%B0%BF%E8%A2%8B-%E5%A4%B1%E6%99%BA%E8%BF%B7%E9%80%94-%E7%AB%9F%E6%A9%AB%E8%B7%A83%E8%A1%8C%E6%94%BF%E5%8D%80-%E5%85%92%E9%9C%87%E9%A9%9A-%E6%83%B3%E4%B8%8D%E9%80%8F-022700996.html,,2025-11-24 10:27
法官周靜妮擺爛曠職　懲戒法院判撤職,https://tw.news.yahoo.com/%E6%B3%95%E5%AE%98%E5%91%A8%E9%9D%9C%E5%A6%AE%E6%93%BA%E7%88%9B%E6%9B%A0%E8%81%B7-%E6%87%B2%E6%88%92%E6%B3%95%E9%99%A2%E5%88%A4%E6%92%A4%E8%81%B7-022600601.html,,2025-11-24 10:26
驚魂！豐原女騎士遭單車衝撞　「抓髮拳毆」持利器恫嚇,https://tw.news.yahoo.com/%E9%A9%9A%E9%AD%82-%E8%B1%90%E5%8E%9F%E5%A5%B3%E9%A8%8E%E5%A3%AB%E9%81%AD%E5%96%AE%E8%BB%8A%E8%A1%9D%E6%92%9E-%E6%8A%93%E9%AB%AE%E6%8B%B3%E6%AF%86-%E6%8C%81%E5%88%A9%E5%99%A8%E6%81%AB%E5%9A%87-022900351.html,,2025-11-24 10:29
悲慘孤獨死！高雄77歲翁陳屍透天厝　遺體浮腫遭愛犬啃咬,https://tw.news.yahoo.com/%E6%82%B2%E6%85%98%E5%AD%A4%E7%8D%A8%E6%AD%BB-%E9%AB%98%E9%9B%8477%E6%AD%B2%E7%BF%81%E9%99%B3%E5%B1%8D%E9%80%8F%E5%A4%A9%E5%8E%9D-%E9%81%BA%E9%AB%94%E6%B5%AE%E8%85%AB%E9%81%AD%E6%84%9B%E7%8A%AC%E5%95%83%E5%92%AC-022013726.html,,2025-11-24 10:20
