標題,連結,作者,日期
台股早盤漲逾200點！收復季線　台積電最高漲至1405元,https://tw.news.yahoo.com/014829791,,2025-11-24 09:48
穎精密營收大躍進　喜迎車用電子大單2027年放量,https://tw.news.yahoo.com/015217548,,2025-11-24 09:52
焦點股》創意：躋身Google供應鏈 直噴漲停,https://tw.news.yahoo.com/015412622,,2025-11-24 09:54
越老越吃香！彰化市中古透天交易占比逾4成、創歷史新高,https://tw.news.yahoo.com/020013427,,2025-11-24 10:00
參山處推動台灣好行「跑水求財線」 抽住宿卷,https://tw.news.yahoo.com/015520415,,2025-11-24 09:55
農業移工放寬　這類申請最大宗,https://tw.news.yahoo.com/021146532,,2025-11-24 10:11
洪申翰談週休三日：持續蒐集各界意見　勞動條件不可預設受損,https://tw.news.yahoo.com/020247846,,2025-11-24 10:02
集保結算所歡慶36週年，今年啟動新人招募，以AI與永續治理為雙引擎,https://tw.news.yahoo.com/021102003,,2025-11-24 10:11
基富通總座稱，普發萬元當「錢母」，每月千元投資TISA基金放大效益,https://tw.news.yahoo.com/020839330,,2025-11-24 10:08
矽光子發車了！光聖漲停飆1230元新天價 分析師續看多卻「示警一關鍵」,https://tw.news.yahoo.com/015510497,,2025-11-24 09:55
天成飯店集團年節禮盒開賣 加入Cosmos CLUB會員即享9折,https://tw.news.yahoo.com/020828425,,2025-11-24 10:08
美股回穩 台指期早盤反彈,https://tw.news.yahoo.com/015912709,,2025-11-24 09:59
焦點股》台玻: 訂單滿檔 高階玻纖布擴產,https://tw.news.yahoo.com/021708018,,2025-11-24 10:17
外國人瘋搶台灣機車！1國狂掃貨2.4億 暴增29倍超乎想像,https://tw.news.yahoo.com/020335639,,2025-11-24 10:03
亞洲期金與現貨金早盤連袂下滑，現貨金連三黑，暫守4050美元關口,https://tw.news.yahoo.com/014502068,,2025-11-24 09:45
台股震盪 電子權值股F4回檔 何時進場？專家說法一次看,https://tw.news.yahoo.com/021833263,,2025-11-24 10:18
台股早盤一度漲逾300點 台積電重回1400元,https://tw.news.yahoo.com/022346393,,2025-11-24 10:23
思想坦克》美中相搏從AI到穩定幣　台灣必需建構國家級穩定幣策略,https://tw.news.yahoo.com/021525363,,2025-11-24 10:15
法人力挺！創意早盤亮燈股價攀新高 分析師：短線走勢保守看待,https://tw.news.yahoo.com/021117006,,2025-11-24 10:11
周休3日提案捲土重來 今年可能過關？勞動部長回應了,https://tw.news.yahoo.com/022358743,,2025-11-24 10:23
幣災重創川普家族，財富縮水至67億美元，次子仍高喊「逢低買進」,https://tw.news.yahoo.com/015646561,,2025-11-24 09:56
恐嚇少年「送去捅屁眼」、審案擺爛！前法官周靜妮被判「撤職」、停用3年,https://tw.news.yahoo.com/020629900,,2025-11-24 10:06
「安全回報」沒人已讀！ 新北婦驚覺：8300萬積蓄被騙光,https://tw.news.yahoo.com/020600410,,2025-11-24 10:06
糖尿病工程師遭酒駕男超速撞傷　住院124天獲賠270萬　法官引1法條判決,https://tw.news.yahoo.com/020700875,,2025-11-24 10:07
CNY、CNH早盤回吐，暫守7.11關口，升值浪潮延續資金加速布局,https://tw.news.yahoo.com/022854870,,2025-11-24 10:28
利空連環爆！這記憶體模組廠「連虧30季」6天狂瀉38%　今開盤即吞第4根跌停,https://tw.news.yahoo.com/022000672,,2025-11-24 10:20
彥臣生技子公司御華生醫新藥 NBM-BMX獲孤兒藥認定資格 推進葡萄膜黑色素瘤新療法,https://tw.news.yahoo.com/021452727,,2025-11-24 10:14
基隆大樓驚傳槍響！40歲男廁所中彈亡　檢今相驗釐清死因,https://tw.news.yahoo.com/020500790,,2025-11-24 10:05
老婦登台東都蘭山跌倒 消防人員啟動行動急診室處置後送醫,https://tw.news.yahoo.com/020950970,,2025-11-24 10:09
彥臣新藥NBM-BMX用於葡萄膜黑色素瘤，獲美FDA孤兒藥認定,https://tw.news.yahoo.com/021926646,,2025-11-24 10:19
僅因懷疑央廣有中資介入　工程師竟內神通外鬼攻擊官網置換五星旗,https://tw.news.yahoo.com/021347002,,2025-11-24 10:13
央廣官網遭入侵！駭客竟是自己人　北檢起訴3人怒求重刑,https://tw.news.yahoo.com/021057520,,2025-11-24 10:10
港都演唱會四重奏　高捷單日運量破35萬人,https://tw.news.yahoo.com/021420493,,2025-11-24 10:14
鶯歌21歲恍神男猛撞物流車尾　卸貨司機慘成夾心斷腿搶救中,https://tw.news.yahoo.com/232720562,,2025-11-24 10:09
小黃司機舉報車手 警用十萬元綑條鋼印找出上一名受害者,https://tw.news.yahoo.com/021429119,,2025-11-24 10:14
BUFFET取餐盤面積縮減1／3！台北晶華酒店啟動「永續餐桌 1／3 計畫」,https://tw.news.yahoo.com/021809492,,2025-11-24 10:18
台中西柳橋下火警！　消防滅火後竟見焦屍一具,https://tw.news.yahoo.com/021617518,,2025-11-24 10:16
台人猝死中國！兒稱「失聯23年」拒認屍　遺體冰存廈門陷僵局,https://tw.news.yahoo.com/021619970,,2025-11-24 10:16
飛美國遭星宇航空拒載！留學生打官司求償31萬　敗訴原因曝光,https://tw.news.yahoo.com/022000581,,2025-11-24 10:20
藍白將退回院版《財劃法》？卓榮泰：今將和民進黨團溝通盼找出可行之道,https://tw.news.yahoo.com/023200203,,2025-11-24 10:32
悲慘孤獨死！高雄77歲翁陳屍透天厝　遺體浮腫遭愛犬啃咬,https://tw.news.yahoo.com/022013726,,2025-11-24 10:20
嬤手提尿袋「失智迷途」竟橫跨3行政區…兒震驚：想不透！,https://tw.news.yahoo.com/022700996,,2025-11-24 10:27
